1	1	0	0	800	0	1	-1	5	-2
2	1	0	0	800	0	1	-1	5	-2
3	1	0	0	800	0	1	-1	5	-2
4	1	0	0	800	0	1	-1	5	-2
5	1	0	0	800	0	1	-1	5	-2
6	1	0	0	800	0	1	-1	5	-2
7	1	0	0	800	0	1	-1	5	-2
8	1	0	0	800	0	1	-1	5	-2
9	1	0	0	800	0	1	-1	5	-2
10	1	0	0	800	0	1	-1	5	-2
11	1	0	0	800	0	1	-1	5	-2
12	1	0	0	800	0	1	-1	5	-2
13	1	0	0	800	0	1	-1	5	-2
14	1	0	0	800	0	1	-1	5	-2
15	1	0	0	800	0	1	-1	5	-2
16	1	0	0	800	0	1	-1	5	-2
17	1	0	0	800	0	1	-1	5	-2
18	1	0	0	800	0	1	-1	5	-2
19	1	0	0	800	0	1	-1	5	-2
20	1	0	0	800	0	1	-1	5	-2
21	1	0	0	800	0	1	-1	5	-2
22	1	0	0	800	0	1	-1	5	-2
23	1	0	0	800	0	1	-1	5	-2
24	1	0	0	800	0	1	-1	5	-2
25	1	0	0	800	0	1	-1	5	-2
26	1	0	0	800	0	1	-1	5	-2
27	1	0	0	800	0	1	-1	5	-2
28	1	0	0	800	0	1	-1	5	-2
29	1	0	0	800	0	1	-1	5	-2
30	1	0	0	800	0	1	-1	5	-2
31	1	0	0	800	0	1	-1	5	-2
32	1	0	0	800	0	1	-1	5	-2
33	1	0	0	800	0	1	-1	5	-2
34	1	0	0	800	0	1	-1	5	-2
35	1	0	0	800	0	1	-1	5	-2
36	1	0	0	800	0	1	-1	5	-2
37	1	0	0	800	0	1	-1	5	-2
38	1	0	0	800	0	1	-1	5	-2
39	1	0	0	800	0	1	-1	5	-2
40	1	0	0	800	0	1	-1	5	-2
41	1	0	0	800	0	1	-1	5	-2
42	1	0	0	800	0	1	-1	5	-2
43	1	0	0	800	0	1	-1	5	-2
44	1	0	0	800	0	1	-1	5	-2
45	1	0	0	800	0	1	-1	5	-2
46	1	0	0	800	0	1	-1	5	-2
47	1	0	0	800	0	1	-1	5	-2
48	1	0	0	800	0	1	-1	5	-2
49	1	0	0	800	0	1	-1	5	-2
50	1	0	0	800	0	1	-1	5	-2
51	1	0	0	800	0	1	-1	5	-2
52	1	0	0	800	0	1	-1	5	-2
53	1	0	0	800	0	1	-1	5	-2
54	1	0	0	800	0	1	-1	5	-2
55	1	0	0	800	0	1	-1	5	-2
56	1	0	0	800	0	1	-1	5	-2
57	1	0	0	800	0	1	-1	5	-2
58	1	0	0	800	0	1	-1	5	-2
59	1	0	0	800	0	1	-1	5	-2
60	1	0	0	800	0	1	-1	5	-2
61	1	0	0	800	0	1	-1	5	-2
62	1	0	0	800	0	1	-1	5	-2
63	1	0	0	800	0	1	-1	5	-2
64	1	0	0	800	0	1	-1	5	-2
65	1	0	0	800	0	1	-1	5	-2
66	1	0	0	800	0	1	-1	5	-2
67	1	0	0	800	0	1	-1	5	-2
68	1	0	0	800	0	1	-1	5	-2
69	1	0	0	800	0	1	-1	5	-2
70	1	0	0	800	0	1	-1	5	-2
71	1	0	0	800	0	1	-1	5	-2
72	1	0	0	800	0	1	-1	5	-2
73	1	0	0	800	0	1	-1	5	-2
74	1	0	0	800	0	1	-1	5	-2
75	1	0	0	800	0	1	-1	5	-2
76	1	0	0	800	0	1	-1	5	-2
77	1	0	0	800	0	1	-1	5	-2
78	1	0	0	800	0	1	-1	5	-2
79	1	0	0	800	0	1	-1	5	-2
80	1	0	0	800	0	1	-1	5	-2
81	1	0	0	800	0	1	-1	5	-2
82	1	0	0	800	0	1	-1	5	-2
83	1	0	0	800	0	1	-1	5	-2
84	1	0	0	800	0	1	-1	5	-2
85	1	0	0	800	0	1	-1	5	-2
86	1	0	0	800	0	1	-1	5	-2
87	1	0	0	800	0	1	-1	5	-2
88	1	0	0	800	0	1	-1	5	-2
89	1	0	0	800	0	1	-1	5	-2
90	1	0	0	800	0	1	-1	5	-2
91	1	0	0	800	0	1	-1	5	-2
92	1	0	0	800	0	1	-1	5	-2
93	1	0	0	800	0	1	-1	5	-2
94	1	0	0	800	0	1	-1	5	-2
95	1	0	0	800	0	1	-1	5	-2
96	1	0	0	800	0	1	-1	5	-2
97	1	0	0	800	0	1	-1	5	-2
98	1	0	0	800	0	1	-1	5	-2
99	1	0	0	800	0	1	-1	5	-2
100	1	0	0	800	0	1	-1	5	-2
101	1	0	0	800	0	1	-1	5	-2
102	1	0	0	800	0	1	-1	5	-2
103	1	0	0	800	0	1	-1	5	-2
104	1	0	0	800	0	1	-1	5	-2
105	1	0	0	800	0	1	-1	5	-2
106	1	0	0	800	0	1	-1	5	-2
107	1	0	0	800	0	1	-1	5	-2
108	1	0	0	800	0	1	-1	5	-2
109	1	0	0	800	0	1	-1	5	-2
110	1	0	0	800	0	1	-1	5	-2
111	1	0	0	800	0	1	-1	5	-2
112	1	0	0	800	0	1	-1	5	-2
113	1	0	0	800	0	1	-1	5	-2
114	1	0	0	800	0	1	-1	5	-2
115	1	0	0	800	0	1	-1	5	-2
116	1	0	0	800	0	1	-1	5	-2
117	1	0	0	800	0	1	-1	5	-2
118	1	0	0	800	0	1	-1	5	-2
119	1	0	0	800	0	1	-1	5	-2
120	1	0	0	800	0	1	-1	5	-2
121	1	0	0	800	0	1	-1	5	-2
122	1	0	0	800	0	1	-1	5	-2
123	1	0	0	800	0	1	-1	5	-2
124	1	0	0	800	0	1	-1	5	-2
125	1	0	0	800	0	1	-1	5	-2
126	1	0	0	800	0	1	-1	5	-2
127	1	0	0	800	0	1	-1	5	-2
128	1	0	0	800	0	1	-1	5	-2
129	1	0	0	800	0	1	-1	5	-2
130	1	0	0	800	0	1	-1	5	-2
131	1	0	0	800	0	1	-1	5	-2
132	1	0	0	800	0	1	-1	5	-2
133	1	0	0	800	0	1	-1	5	-2
134	1	0	0	800	0	1	-1	5	-2
135	1	0	0	800	0	1	-1	5	-2
136	1	0	0	800	0	1	-1	5	-2
137	1	0	0	800	0	1	-1	5	-2
138	1	0	0	800	0	1	-1	5	-2
139	1	0	0	800	0	1	-1	5	-2
140	1	0	0	800	0	1	-1	5	-2
141	1	0	0	800	0	1	-1	5	-2
142	1	0	0	800	0	1	-1	5	-2
143	1	0	0	800	0	1	-1	5	-2
144	1	0	0	800	0	1	-1	5	-2
145	1	0	0	800	0	1	-1	5	-2
